datetime,average
2013-12-29 16:01:39,726.7
2013-12-29 16:03:36,724.64
2013-12-29 16:05:39,725.54
2013-12-29 16:07:37,726.87
2013-12-29 16:09:39,728.55
2013-12-29 16:11:37,727.53
2013-12-29 16:13:35,728.52
2013-12-29 16:14:38,727.98
2013-12-29 16:16:38,727.34
2013-12-29 16:18:45,725.74
2013-12-29 16:20:40,725.58
2013-12-29 16:22:41,727.34
2013-12-29 16:24:37,727.1
2013-12-29 16:25:42,727.77
2013-12-29 16:27:37,728.06
2013-12-29 16:29:37,726.53
2013-12-29 16:30:45,725.62
2013-12-29 16:32:37,726.48
2013-12-29 16:33:38,726.75
2013-12-29 16:34:39,726.52
2013-12-29 16:35:41,726.66
2013-12-29 16:37:41,725.51
2013-12-29 16:39:35,725.34
2013-12-29 16:41:38,725.97
2013-12-29 16:42:40,725.48
2013-12-29 16:44:32,724.78
2013-12-29 16:45:37,724.34
2013-12-29 16:46:40,725.33
2013-12-29 16:48:39,725.01
2013-12-29 16:50:36,725.55
2013-12-29 16:51:38,726.16
2013-12-29 16:53:37,725.95
2013-12-29 16:55:40,726.6
2013-12-29 16:57:37,726.73
2013-12-29 16:58:38,725.8
2013-12-29 17:00:32,725.51
2013-12-29 17:02:41,725.85
2013-12-29 17:04:34,724.83
2013-12-29 17:05:38,725.07
2013-12-29 17:07:40,725.06
2013-12-29 17:09:39,724.49
2013-12-29 17:11:32,725.33
2013-12-29 17:12:39,725.19
2013-12-29 17:14:34,725.45
2013-12-29 17:15:45,723.07
2013-12-29 17:17:35,721.56
2013-12-29 17:18:41,722.7
2013-12-29 17:19:43,723.02
2013-12-29 17:21:38,722.12
2013-12-29 17:23:43,722.49
2013-12-29 17:25:40,724.5
2013-12-29 17:27:40,725.01
2013-12-29 17:29:33,722.59
2013-12-29 17:30:43,725.64
2013-12-29 17:32:43,725.32
